ms_subclass,ms_zoning,lot_frontage,lot_area,lot_shape,land_contour,lot_config,neighborhood,condition_1,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice
20_MSC,RM,90.0,7407,Reg,Lvl,Inside,OldTown,Artery,1Fam,1Story,6,7,1957,1996,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,GLQ,600.0,Unf,0.0,312.0,912.0,3,1,FuseA,1236,0,0,1236,1.0,0.0,1,0,2,1,3,6,Typ,0,0,Attchd,1957.0,Unf,2.0,923.0,3,3,1,0,158,158,0,0,0,0,Apr,2010,WD ,149700
20_MSC,RL,78.0,10140,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,5,6,1975,1975,Gable,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,0,ALQ,788.0,Unf,0.0,268.0,1056.0,5,1,SBrkr,1074,0,0,1074,1.0,0.0,1,1,3,1,3,6,Typ,0,0,Attchd,1975.0,RFn,2.0,495.0,3,3,1,0,88,0,0,0,0,0,Jul,2006,WD ,153500
20_MSC,A (agr),80.0,14584,Reg,Low,Inside,IDOTRR,Norm,1Fam,1Story,1,5,1952,1952,Gable,AsbShng,VinylSd,None,0.0,2,1,Slab,0,0,0,None,0.0,None,0.0,0.0,0.0,1,0,FuseA,733,0,0,733,0.0,0.0,1,0,2,1,2,4,Sal,0,0,Attchd,1952.0,Unf,2.0,487.0,2,1,0,0,0,0,0,0,0,0,Feb,2008,WD ,13100
60_MSC,RL,65.0,8158,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,252.0,4,3,PConc,4,3,0,GLQ,550.0,Unf,0.0,334.0,884.0,5,1,SBrkr,884,884,0,1768,1.0,0.0,2,1,3,1,4,8,Typ,0,0,Attchd,2003.0,RFn,2.0,543.0,3,3,1,0,63,0,0,0,0,0,Jul,2008,WD ,224900
20_MSC,FV,62.0,7500,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,Unf,0.0,Unf,0.0,1257.0,1257.0,5,1,SBrkr,1266,0,0,1266,0.0,0.0,2,0,3,1,4,6,Typ,1,3,Attchd,2005.0,Unf,2.0,453.0,3,3,1,38,144,0,0,0,0,0,Apr,2006,WD ,176000
50_MSC,RL,85.0,10678,Reg,Lvl,Inside,NoRidge,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,HdBoard,HdBoard,BrkFace,337.0,4,3,PConc,4,3,0,GLQ,700.0,Unf,0.0,983.0,1683.0,5,1,SBrkr,2129,743,0,2872,0.0,0.0,2,1,4,1,4,9,Typ,1,3,Attchd,1992.0,Fin,2.0,541.0,3,3,1,0,33,0,0,0,0,0,Apr,2007,WD ,285000
20_MSC,RL,49.0,15256,IR1,Lvl,CulDSac,Somerst,RRAn,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,84.0,4,3,PConc,4,3,3,GLQ,929.0,Unf,0.0,556.0,1485.0,5,1,SBrkr,1464,0,0,1464,1.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,2007.0,Unf,3.0,754.0,3,3,1,168,160,0,0,0,0,0,Aug,2007,WD ,282922
60_MSC,RL,88.0,14200,Reg,Lvl,Corner,NAmes,Norm,1Fam,2Story,7,6,1966,1966,Gable,MetalSd,MetalSd,BrkFace,309.0,3,3,CBlock,3,3,0,Rec,445.0,Unf,0.0,479.0,924.0,5,1,SBrkr,1216,941,0,2157,0.0,0.0,2,1,4,1,4,8,Typ,2,4,Attchd,1966.0,Fin,2.0,487.0,3,3,1,105,66,0,0,0,0,0,May,2006,WD ,226000
60_MSC,RL,82.0,12438,IR1,Lvl,Inside,StoneBr,Norm,1Fam,2Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,466.0,5,3,PConc,5,4,0,Unf,0.0,Unf,0.0,1234.0,1234.0,5,1,SBrkr,1264,1312,0,2576,0.0,0.0,2,1,4,1,5,10,Typ,1,4,BuiltIn,2006.0,Fin,3.0,666.0,3,3,1,324,100,0,0,0,0,0,Jul,2006,New,361919
60_MSC,RL,59.0,16023,IR1,HLS,CulDSac,StoneBr,Norm,1Fam,2Story,9,5,2005,2006,Hip,VinylSd,VinylSd,BrkFace,600.0,4,5,PConc,5,3,3,GLQ,1218.0,Unf,0.0,180.0,1398.0,5,1,SBrkr,1414,1384,0,2798,1.0,0.0,3,1,3,1,5,11,Typ,1,4,BuiltIn,2005.0,Fin,3.0,670.0,3,3,1,182,37,0,0,0,0,0,Mar,2006,New,457347
20_MSC,RL,155.0,20064,IR1,Low,Inside,ClearCr,Norm,1Fam,1Story,8,6,1976,1976,Shed,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4,4,3,LwQ,51.0,GLQ,915.0,0.0,966.0,5,1,SBrkr,1743,0,0,1743,2.0,0.0,0,1,0,1,4,5,Typ,2,2,Attchd,1976.0,Fin,2.0,529.0,3,3,1,646,0,0,0,0,0,0,May,2007,WD ,279000
20_MSC,RL,68.87899941826643,9819,IR1,Lvl,Inside,Mitchel,Norm,1Fam,1Story,6,5,1977,1977,Gable,Plywood,ImStucc,None,0.0,3,3,PConc,3,3,3,ALQ,1567.0,Unf,0.0,0.0,1567.0,3,1,SBrkr,1567,0,0,1567,1.0,0.0,2,0,2,1,4,5,Typ,2,3,Attchd,1977.0,RFn,2.0,714.0,3,3,1,264,32,0,0,0,0,0,May,2009,WD ,196000
20_MSC,RL,80.0,10400,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,5,1976,1976,Gable,HdBoard,HdBoard,BrkFace,189.0,3,3,CBlock,4,3,0,Unf,0.0,Unf,0.0,1090.0,1090.0,3,1,SBrkr,1370,0,0,1370,0.0,0.0,2,0,3,1,3,6,Typ,1,3,Attchd,1976.0,RFn,2.0,479.0,3,3,1,0,0,0,0,0,0,0,Jun,2009,WD ,152000
90_MSC,RL,91.0,11643,Reg,Lvl,Inside,NAmes,Artery,Duplex,2Story,5,5,1969,1969,Gable,MetalSd,MetalSd,BrkFace,368.0,3,3,CBlock,3,3,0,LwQ,500.0,Unf,0.0,748.0,1248.0,3,1,SBrkr,1338,1296,0,2634,1.0,1.0,2,2,6,2,3,12,Typ,0,0,Detchd,1969.0,Unf,4.0,968.0,3,3,1,0,0,0,0,0,0,0,Aug,2009,WD ,200000
20_MSC,RL,78.0,11645,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,5,2005,2006,Hip,VinylSd,VinylSd,BrkFace,198.0,4,3,PConc,5,3,3,GLQ,1122.0,Unf,0.0,448.0,1570.0,5,1,SBrkr,1590,0,0,1590,1.0,0.0,2,1,2,1,5,6,Typ,0,0,Attchd,2005.0,Fin,3.0,754.0,3,3,1,176,80,0,0,0,0,0,Aug,2006,New,294900
20_MSC,RL,61.0,7328,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,7,5,2008,2009,Gable,VinylSd,VinylSd,BrkFace,140.0,4,3,PConc,4,3,0,Unf,0.0,Unf,0.0,1450.0,1450.0,5,1,SBrkr,1450,0,0,1450,0.0,0.0,2,0,2,1,4,6,Typ,0,0,Attchd,2008.0,RFn,3.0,788.0,3,3,1,0,93,0,0,0,0,0,Feb,2009,New,224243
50_MSC,RL,72.0,7822,Reg,Bnk,Corner,Edwards,Artery,1Fam,1.5Fin,6,3,1915,1950,Gable,AsbShng,AsbShng,None,0.0,3,2,BrkTil,2,2,0,Unf,0.0,Unf,0.0,832.0,832.0,3,1,FuseF,846,492,0,1338,0.0,0.0,2,0,3,1,3,7,Typ,0,0,Detchd,1974.0,Unf,2.0,528.0,3,3,0,0,0,208,0,0,0,0,May,2006,WD ,92000
60_MSC,RL,65.0,9018,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2007,2007,Hip,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,Unf,0.0,Unf,0.0,728.0,728.0,5,1,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,4,8,Typ,1,4,Attchd,2007.0,Fin,2.0,400.0,3,3,1,100,24,0,0,0,0,0,Jul,2007,New,179540
20_MSC,RL,103.0,13472,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,10,5,2003,2003,Hip,VinylSd,VinylSd,BrkFace,922.0,5,3,PConc,5,3,3,GLQ,56.0,Unf,0.0,2336.0,2392.0,5,1,SBrkr,2392,0,0,2392,0.0,0.0,2,0,3,1,5,8,Typ,1,5,Attchd,2003.0,Fin,3.0,968.0,3,3,1,248,105,0,0,0,0,0,Jun,2009,WD ,386250
180_MSC,RM,68.87899941826643,1533,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,SLvl,4,5,1970,1970,Gable,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,2,GLQ,503.0,Unf,0.0,27.0,530.0,3,1,SBrkr,530,462,0,992,1.0,0.0,1,0,2,1,3,4,Typ,0,0,BuiltIn,1970.0,Fin,1.0,297.0,3,3,1,112,97,0,0,0,0,0,Jul,2007,WD ,106500
60_MSC,FV,85.0,11003,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,10,5,2008,2008,Gable,VinylSd,VinylSd,Stone,160.0,5,3,PConc,5,3,2,GLQ,765.0,Unf,0.0,252.0,1017.0,5,1,SBrkr,1026,981,0,2007,1.0,0.0,2,1,3,1,5,10,Typ,1,5,Attchd,2008.0,Fin,3.0,812.0,3,3,1,168,52,0,0,0,0,0,Apr,2009,WD ,310000
60_MSC,RL,83.0,10790,Reg,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,275.0,4,3,PConc,4,3,0,Unf,0.0,Unf,0.0,1066.0,1066.0,5,1,SBrkr,1108,1277,0,2385,0.0,0.0,2,1,4,1,4,8,Typ,1,3,BuiltIn,1998.0,Fin,3.0,600.0,3,3,1,120,38,0,0,0,0,0,May,2007,WD ,252000
75_MSC,RL,53.0,7128,Reg,Lvl,Inside,Crawfor,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,0,Rec,364.0,Unf,0.0,554.0,918.0,4,1,SBrkr,918,728,0,1646,0.0,0.0,2,0,4,1,3,7,Typ,2,4,Detchd,1941.0,Unf,1.0,240.0,3,3,1,0,0,0,0,126,0,0,Aug,2007,WD ,164000
60_MSC,RL,64.0,7713,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Stone,16.0,4,3,PConc,4,3,0,Unf,0.0,Unf,0.0,728.0,728.0,5,1,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,4,7,Typ,0,0,Attchd,2007.0,Fin,2.0,400.0,3,3,1,100,24,0,0,0,0,0,Jul,2007,New,177594
50_MSC,RM,52.0,6240,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,7,1936,1980,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,2,0,Rec,276.0,Unf,0.0,252.0,528.0,4,1,SBrkr,548,492,0,1040,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,1979.0,Fin,2.0,624.0,3,3,0,306,0,32,0,0,0,0,May,2010,WD ,123900
70_MSC,RL,86.0,22420,IR1,Lvl,Inside,Crawfor,Feedr,1Fam,2Story,6,6,1918,1950,Hip,Wd Sdng,Stucco,None,0.0,3,3,BrkTil,4,3,0,BLQ,1128.0,Unf,0.0,242.0,1370.0,3,0,FuseA,1370,1254,0,2624,1.0,0.0,2,1,4,1,3,10,Typ,1,4,Detchd,1918.0,Unf,3.0,864.0,3,3,0,0,0,0,0,0,0,0,Nov,2007,WD ,239000
20_MSC,RL,85.0,15300,Reg,Bnk,Inside,Mitchel,Norm,1Fam,1Story,5,5,1965,1977,Hip,Plywood,HdBoard,None,0.0,3,3,CBlock,3,3,0,Rec,42.0,Unf,0.0,1026.0,1068.0,3,1,SBrkr,1264,0,0,1264,1.0,0.0,1,0,2,1,3,7,Typ,1,3,Attchd,1965.0,Unf,2.0,528.0,3,3,1,0,0,0,0,0,0,0,Jun,2010,WD ,169000
120_MSC,RL,68.87899941826643,3196,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,18.0,4,3,PConc,4,3,3,Unf,0.0,Unf,0.0,1374.0,1374.0,5,1,SBrkr,1557,0,0,1557,0.0,0.0,2,0,2,1,4,7,Typ,1,3,Attchd,2003.0,Fin,2.0,420.0,3,3,1,143,20,0,0,0,0,0,Oct,2006,WD ,234000
85_MSC,RL,72.0,9360,Reg,Bnk,Inside,Mitchel,Norm,1Fam,SFoyer,6,7,1977,1977,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,2,GLQ,841.0,LwQ,116.0,0.0,957.0,3,1,SBrkr,1287,0,0,1287,1.0,0.0,1,1,2,1,3,5,Typ,2,2,Attchd,1977.0,RFn,2.0,541.0,3,3,1,302,39,0,0,120,0,0,Nov,2009,WD ,173000
20_MSC,RL,68.87899941826643,11241,IR1,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,6,7,1970,1970,Gable,Wd Sdng,Wd Sdng,BrkFace,180.0,3,3,CBlock,3,3,0,ALQ,578.0,Unf,0.0,426.0,1004.0,5,1,SBrkr,1004,0,0,1004,1.0,0.0,1,0,2,1,3,5,Typ,1,3,Attchd,1970.0,Fin,2.0,480.0,3,3,1,0,0,0,0,0,0,700,Mar,2010,WD ,149000
20_MSC,RL,81.0,9260,Reg,Lvl,Corner,SawyerW,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,Unf,0.0,Unf,0.0,1162.0,1162.0,5,1,SBrkr,1162,0,0,1162,0.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,2007.0,Fin,2.0,483.0,3,3,1,0,32,0,0,0,0,0,Mar,2008,WD ,170000
20_MSC,FV,90.0,7993,IR1,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,5,2008,2009,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,0,Unf,0.0,Unf,0.0,1436.0,1436.0,5,1,SBrkr,1436,0,0,1436,0.0,0.0,2,0,3,1,4,6,Typ,0,0,Attchd,2008.0,Fin,2.0,529.0,3,3,1,0,121,0,0,0,0,0,Oct,2009,New,225000
20_MSC,RL,94.0,9239,Reg,Lvl,Inside,Sawyer,Feedr,1Fam,1Story,5,8,1963,2003,Gable,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,0,GLQ,634.0,Unf,0.0,326.0,960.0,5,1,SBrkr,960,0,0,960,1.0,0.0,1,0,3,1,4,6,Typ,0,0,Attchd,1963.0,Fin,1.0,300.0,3,3,1,168,0,0,0,0,0,0,May,2008,WD ,144900
20_MSC,RL,60.0,10044,IR1,Low,CulDSac,Edwards,Norm,1Fam,1Story,5,6,1968,1968,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,3,ALQ,1070.0,Unf,0.0,126.0,1196.0,3,1,SBrkr,1196,0,0,1196,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1968.0,RFn,1.0,336.0,3,3,1,257,0,168,0,0,0,0,Jun,2010,WD ,144000
120_MSC,RL,43.0,3182,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,0,GLQ,24.0,Unf,0.0,1232.0,1256.0,5,1,SBrkr,1269,0,0,1269,0.0,0.0,2,0,2,1,4,6,Typ,1,3,Attchd,2004.0,Fin,2.0,430.0,3,3,1,146,20,0,0,144,0,0,Apr,2010,WD ,192000
20_MSC,RL,60.0,7626,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,8,1952,2005,Hip,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3,3,0,GLQ,931.0,Unf,0.0,100.0,1031.0,4,1,SBrkr,1031,0,0,1031,1.0,0.0,1,0,2,1,4,5,Typ,0,0,Attchd,1952.0,Unf,1.0,230.0,3,3,1,0,0,0,0,0,0,0,Mar,2009,WD ,145500
50_MSC,RL,60.0,7008,Reg,Lvl,Corner,OldTown,Norm,1Fam,1.5Fin,4,8,1900,1998,Gable,MetalSd,MetalSd,None,0.0,3,4,BrkTil,2,2,0,Unf,0.0,Unf,0.0,448.0,448.0,5,1,SBrkr,448,272,0,720,0.0,0.0,1,0,1,1,2,5,Typ,0,0,Attchd,1900.0,Unf,1.0,280.0,2,3,1,0,0,70,0,0,0,0,Mar,2006,WD ,86900
20_MSC,RL,128.0,12160,Reg,Lvl,Inside,NAmes,Feedr,1Fam,1Story,6,4,1953,1953,Hip,Wd Sdng,Wd Sdng,BrkFace,90.0,3,3,CBlock,3,3,0,BLQ,1024.0,Unf,0.0,481.0,1505.0,5,1,SBrkr,1505,0,0,1505,1.0,0.0,1,0,2,1,3,6,Typ,1,3,Attchd,1953.0,RFn,2.0,505.0,3,3,1,0,0,0,162,0,0,0,Feb,2009,WD ,149500
30_MSC,RL,50.0,6305,Reg,Bnk,Inside,Crawfor,Norm,1Fam,1Story,5,7,1938,1950,Gable,MetalSd,MetalSd,None,0.0,3,4,PConc,2,2,0,Unf,0.0,Unf,0.0,920.0,920.0,5,1,SBrkr,954,0,0,954,0.0,0.0,1,0,2,1,2,5,Typ,1,4,Basment,1938.0,Unf,1.0,240.0,2,3,1,0,0,0,0,0,0,0,Jun,2007,WD ,119750
60_MSC,RL,68.0,8846,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,Unf,0.0,Unf,0.0,750.0,750.0,5,1,SBrkr,750,750,0,1500,0.0,0.0,2,1,3,1,4,6,Typ,0,0,Attchd,2005.0,RFn,2.0,564.0,3,3,1,0,35,0,0,0,0,0,Aug,2006,New,173900
20_MSC,RL,68.87899941826643,10659,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1961,1961,Hip,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,Rec,915.0,Unf,0.0,135.0,1050.0,3,1,SBrkr,1050,0,0,1050,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1961.0,Unf,1.0,368.0,3,3,1,0,319,0,0,0,0,0,Jan,2006,COD,136500
160_MSC,RL,68.0,13108,IR1,Lvl,Inside,StoneBr,Norm,1Fam,2Story,8,5,1994,1994,Gable,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,0,Unf,0.0,Unf,0.0,2062.0,2062.0,5,1,SBrkr,2079,608,0,2687,0.0,0.0,2,1,4,1,4,9,Typ,0,0,Attchd,1994.0,Fin,2.0,618.0,3,3,1,168,12,0,0,0,0,0,Dec,2006,WD ,270000
20_MSC,RL,68.87899941826643,13500,Reg,Lvl,Inside,ClearCr,Norm,1Fam,1Story,6,7,1960,1975,Flat,BrkFace,Plywood,None,0.0,3,3,CBlock,4,3,3,BLQ,429.0,ALQ,1080.0,93.0,1602.0,4,1,SBrkr,1252,0,0,1252,1.0,0.0,1,0,1,1,3,4,Typ,1,4,Attchd,1960.0,RFn,2.0,564.0,3,3,1,409,0,0,0,0,0,0,Mar,2008,WD ,235000
80_MSC,RL,62.0,7750,Reg,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,5,1999,2000,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,Unf,0.0,Unf,0.0,384.0,384.0,5,1,SBrkr,774,656,0,1430,0.0,0.0,2,1,3,1,3,7,Typ,1,3,BuiltIn,1999.0,RFn,2.0,400.0,3,3,1,0,0,0,0,0,0,0,Mar,2009,WD ,156000
20_MSC,RL,60.0,12450,Reg,Lvl,Inside,SawyerW,RRAe,1Fam,1Story,5,5,2003,2004,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,GLQ,836.0,Unf,0.0,278.0,1114.0,5,1,SBrkr,1114,0,0,1114,1.0,0.0,2,0,3,1,4,6,Typ,0,0,Detchd,2004.0,Unf,2.0,576.0,3,3,1,0,42,0,0,0,0,0,Jun,2009,WD ,153000
120_MSC,RM,68.87899941826643,4500,Reg,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,VinylSd,VinylSd,BrkFace,425.0,3,3,PConc,5,3,0,GLQ,883.0,Unf,0.0,341.0,1224.0,5,1,SBrkr,1224,0,0,1224,1.0,0.0,2,0,2,1,3,5,Typ,0,0,Attchd,1999.0,Fin,2.0,402.0,3,3,1,0,304,0,0,0,0,0,Jun,2009,WD ,165000
60_MSC,RL,77.0,11198,IR1,Lvl,Inside,StoneBr,Norm,1Fam,2Story,9,5,2005,2007,Hip,VinylSd,VinylSd,BrkFace,245.0,4,3,PConc,4,4,0,Unf,0.0,Unf,0.0,1122.0,1122.0,5,1,SBrkr,1134,1370,0,2504,0.0,0.0,2,1,4,1,5,11,Typ,1,4,BuiltIn,2005.0,Fin,3.0,656.0,3,3,1,144,39,0,0,0,0,0,Jun,2008,WD ,325000
190_MSC,RL,79.0,6221,IR1,Lvl,Inside,Crawfor,Norm,2fmCon,1.5Fin,5,5,1941,1950,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,2,0,LwQ,533.0,Unf,0.0,195.0,728.0,5,1,SBrkr,760,595,0,1355,0.0,0.0,2,0,3,1,3,5,Typ,0,0,Detchd,1966.0,Unf,2.0,528.0,3,3,1,0,0,0,0,144,0,0,Oct,2007,WD ,140000
80_MSC,RM,120.0,13200,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,SLvl,6,6,1963,1963,Gable,HdBoard,HdBoard,BrkFace,234.0,3,3,CBlock,3,3,0,BLQ,375.0,Unf,0.0,366.0,741.0,2,1,SBrkr,1497,797,0,2294,0.0,0.0,3,0,5,1,3,9,Typ,1,4,Attchd,1963.0,Unf,2.0,658.0,3,3,1,0,110,0,0,0,0,0,Apr,2007,WD ,202500
120_MSC,RL,65.0,8769,Reg,Lvl,Corner,NridgHt,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,MetalSd,MetalSd,BrkFace,766.0,5,3,PConc,5,3,0,GLQ,1540.0,Unf,0.0,162.0,1702.0,5,1,SBrkr,1702,0,0,1702,1.0,0.0,1,1,1,1,5,7,Typ,1,4,Attchd,2008.0,Fin,3.0,1052.0,3,3,1,0,72,0,0,224,0,0,Oct,2008,New,367294
80_MSC,RL,85.0,10200,Reg,Lvl,Inside,Timber,Norm,1Fam,SLvl,6,5,1988,1989,Gable,HdBoard,HdBoard,BrkFace,219.0,4,3,CBlock,4,3,2,GLQ,783.0,Unf,0.0,678.0,1461.0,5,1,SBrkr,1509,0,0,1509,1.0,0.0,2,0,3,1,4,5,Typ,1,2,Attchd,1988.0,RFn,2.0,600.0,3,3,1,224,0,0,0,0,0,0,Aug,2008,WD ,175000
70_MSC,RL,60.0,9550,IR1,Lvl,Corner,Crawfor,Norm,1Fam,2Story,7,5,1915,1970,Gable,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3,4,0,ALQ,216.0,Unf,0.0,540.0,756.0,4,1,SBrkr,961,756,0,1717,1.0,0.0,1,0,3,1,4,7,Typ,1,4,Detchd,1998.0,Unf,3.0,642.0,3,3,1,0,35,272,0,0,0,0,Feb,2006,WD ,140000
20_MSC,RL,42.0,10331,Reg,Lvl,CulDSac,Timber,Norm,1Fam,1Story,7,7,1985,1985,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,0,ALQ,215.0,BLQ,80.0,970.0,1265.0,4,1,SBrkr,1240,0,0,1240,0.0,1.0,2,0,3,1,4,6,Typ,0,0,Attchd,1985.0,Unf,2.0,528.0,3,3,1,232,0,0,0,0,0,0,Jul,2007,WD ,174000
80_MSC,RL,59.0,9587,IR1,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,5,2005,2005,Gable,VinylSd,VinylSd,Stone,182.0,4,3,PConc,4,3,3,GLQ,655.0,Unf,0.0,201.0,856.0,5,1,SBrkr,1166,0,0,1166,1.0,0.0,2,0,2,1,4,5,Typ,0,0,Attchd,2005.0,Fin,2.0,400.0,3,3,1,212,0,0,0,0,0,0,Jul,2008,WD ,190000
70_MSC,RM,90.0,9900,Reg,Lvl,Corner,OldTown,Norm,1Fam,2Story,5,8,1910,2002,Gable,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,3,0,Unf,0.0,Unf,0.0,504.0,504.0,5,1,SBrkr,764,700,0,1464,0.0,0.0,2,0,3,1,3,7,Typ,0,0,None,0.0,None,0.0,0.0,0,0,0,0,0,176,0,0,0,0,Mar,2009,WD ,129000
20_MSC,RL,68.87899941826643,22002,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,7,1959,1991,Gable,MetalSd,MetalSd,BrkFace,136.0,3,4,CBlock,3,3,1,ALQ,1386.0,Unf,0.0,206.0,1592.0,4,1,SBrkr,1652,0,0,1652,1.0,0.0,1,1,3,1,4,6,Typ,1,4,Attchd,1959.0,RFn,2.0,510.0,3,3,1,0,0,0,0,201,0,0,Jul,2007,WD ,200000
60_MSC,RL,100.0,13000,Reg,Lvl,Corner,NAmes,Norm,1Fam,2Story,6,6,1968,1968,Gable,VinylSd,VinylSd,BrkFace,576.0,3,4,CBlock,4,3,0,Rec,448.0,Unf,0.0,448.0,896.0,3,1,SBrkr,1182,960,0,2142,0.0,0.0,2,1,4,1,4,8,Typ,1,4,Attchd,1968.0,Fin,1.0,509.0,3,3,1,0,72,0,0,252,0,0,Jun,2009,WD ,193500
20_MSC,RL,75.0,8250,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,7,1964,1964,Hip,HdBoard,HdBoard,Stone,260.0,3,3,CBlock,4,3,0,Rec,787.0,Unf,0.0,305.0,1092.0,5,1,SBrkr,1092,0,0,1092,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1964.0,RFn,2.0,504.0,3,4,1,0,0,0,0,0,0,0,Jul,2008,WD ,145000
50_MSC,RL,81.0,8170,IR1,Lvl,Inside,Crawfor,Norm,1Fam,1.5Fin,7,7,1929,1950,Gable,Stucco,Wd Sdng,BrkFace,270.0,4,4,BrkTil,3,3,0,ALQ,526.0,Unf,0.0,496.0,1022.0,5,1,FuseA,1122,549,0,1671,0.0,0.0,2,0,4,1,3,7,Typ,1,4,Detchd,1963.0,Unf,2.0,451.0,3,3,1,0,0,0,0,0,0,0,Feb,2006,WD ,218000
